Date,Category,Quantity,PPU,Amount,Inventory Level,Units Sold,Weather Condition,Holiday/Promotion,Month,MonthName,DayOfWeek
2025-12-18,Gaming Consoles,62.0,644799.654925,39977578,244.08,12899,Sunny,0,2025-12,Dec 2025,Thursday
2025-12-19,Gaming Consoles,79.0,512480.186199,40485934,277.82,11303,Snowy,0,2025-12,Dec 2025,Friday
2025-12-20,Gaming Consoles,9.0,609957.540514,5489617,270.64,13977,Sunny,0,2025-12,Dec 2025,Saturday
2025-12-21,Gaming Consoles,304.0,596837.944546,181438735,312.02,13811,Snowy,1,2025-12,Dec 2025,Sunday
2025-12-22,Gaming Consoles,67.0,541046.416493,36250109,308.92,13266,Sunny,1,2025-12,Dec 2025,Monday
2025-12-23,Gaming Consoles,714.0,694439.056838,495829486,280.1,12839,Rainy,1,2025-12,Dec 2025,Tuesday
2025-12-24,Gaming Consoles,69.0,591837.036337,40836755,297.27,15260,Rainy,0,2025-12,Dec 2025,Wednesday
2025-12-25,Gaming Consoles,274.0,697366.630214,191078456,282.43,12193,Rainy,1,2025-12,Dec 2025,Thursday
2025-12-26,Gaming Consoles,13.0,629679.559212,8185834,240.64,13573,Snowy,0,2025-12,Dec 2025,Friday
2025-12-27,Gaming Consoles,9.0,635677.788141,5721100,267.66,13486,Cloudy,0,2025-12,Dec 2025,Saturday
2025-12-28,Gaming Consoles,117.0,590795.752746,69123103,317.27,15051,Rainy,0,2025-12,Dec 2025,Sunday
2025-12-29,Gaming Consoles,699.0,618796.213023,432538552,284.96,13238,Sunny,1,2025-12,Dec 2025,Monday
2025-12-30,Gaming Consoles,21.0,631805.339806,13267912,266.19,13899,Cloudy,0,2025-12,Dec 2025,Tuesday
2025-12-31,Gaming Consoles,441.0,628416.146445,277131520,283.9,14338,Cloudy,0,2025-12,Dec 2025,Wednesday
2026-01-01,Gaming Consoles,272.0,534809.02931,145468055,262.04,15271,Rainy,1,2026-01,Jan 2026,Thursday
2026-01-02,Gaming Consoles,34.0,627605.037424,21338571,310.85,11907,Snowy,1,2026-01,Jan 2026,Friday
2026-01-03,Gaming Consoles,21.0,578768.803346,12154144,291.6,13914,Rainy,1,2026-01,Jan 2026,Saturday
2026-01-04,Gaming Consoles,28.0,643773.658231,18025662,285.79,12664,Rainy,0,2026-01,Jan 2026,Sunday
2026-01-05,Gaming Consoles,112.0,562105.212352,62955783,234.3,14548,Cloudy,0,2026-01,Jan 2026,Monday
2026-01-06,Gaming Consoles,25.0,674901.328475,16872533,318.91,13942,Rainy,0,2026-01,Jan 2026,Tuesday
2026-01-07,Gaming Consoles,66.0,620396.795271,40946188,308.03,12566,Cloudy,1,2026-01,Jan 2026,Wednesday
2026-01-08,Gaming Consoles,505.0,469379.26004,237036526,252.73,12071,Sunny,1,2026-01,Jan 2026,Thursday
2026-01-09,Gaming Consoles,943.2,578953.843505,546069265,269.98,14738,Rainy,0,2026-01,Jan 2026,Friday
2026-01-10,Gaming Consoles,22.0,528386.417497,11624501,293.16,14251,Cloudy,1,2026-01,Jan 2026,Saturday
2026-01-11,Gaming Consoles,29.0,669789.206401,19423886,268.62,12838,Cloudy,0,2026-01,Jan 2026,Sunday
2026-01-12,Gaming Consoles,57.0,522558.433826,29785830,245.0,13668,Cloudy,0,2026-01,Jan 2026,Monday
2026-01-13,Gaming Consoles,148.0,689128.49375,101991017,266.98,15862,Cloudy,1,2026-01,Jan 2026,Tuesday
2026-01-14,Gaming Consoles,943.2,598008.01809,564041162,271.36,13243,Snowy,1,2026-01,Jan 2026,Wednesday
2026-01-15,Gaming Consoles,15.0,651372.499775,9770587,272.47,12451,Snowy,1,2026-01,Jan 2026,Thursday
2026-01-16,Gaming Consoles,15.0,618555.251616,9278328,247.73,14350,Snowy,1,2026-01,Jan 2026,Friday
2026-01-17,Gaming Consoles,642.0,560208.842696,359654077,255.17,13729,Rainy,1,2026-01,Jan 2026,Saturday
2026-01-18,Gaming Consoles,212.0,530134.921956,112388603,311.11,15966,Rainy,0,2026-01,Jan 2026,Sunday
2026-01-19,Gaming Consoles,51.0,607925.567391,31004203,231.16,12900,Cloudy,0,2026-01,Jan 2026,Monday
2026-01-20,Gaming Consoles,219.0,550223.000154,120498837,290.1,11452,Snowy,0,2026-01,Jan 2026,Tuesday
2026-01-21,Gaming Consoles,168.0,500064.755448,84010878,273.04,14560,Cloudy,0,2026-01,Jan 2026,Wednesday
2026-01-22,Gaming Consoles,39.0,642442.310557,25055250,311.45,13604,Cloudy,0,2026-01,Jan 2026,Thursday
2026-01-23,Gaming Consoles,193.0,599355.523804,115675616,284.9,13201,Rainy,0,2026-01,Jan 2026,Friday
2026-01-24,Gaming Consoles,72.0,564026.834935,40609932,253.78,13461,Snowy,0,2026-01,Jan 2026,Saturday
2026-01-25,Gaming Consoles,342.0,481104.847781,164537857,260.59,11843,Rainy,0,2026-01,Jan 2026,Sunday
2026-01-26,Gaming Consoles,69.0,582350.704946,40182198,252.99,12988,Cloudy,0,2026-01,Jan 2026,Monday
2025-01-01,Home Decor,50.0,457531.8956126752,24413548,297.02,16038,Rainy,1,2025-01,Jan 2025,Wednesday
2025-01-02,Home Decor,143.0,457150.2962966013,66958000,248.42,13080,Rainy,1,2025-01,Jan 2025,Thursday
2025-01-03,Home Decor,84.0,470596.7479807626,40126719,279.54,12420,Sunny,1,2025-01,Jan 2025,Friday
2025-01-04,Home Decor,173.0,449148.5581406203,78277708,257.59,12045,Cloudy,1,2025-01,Jan 2025,Saturday
2025-01-05,Home Decor,287.0,526390.5288099549,145122047,285.95,15093,Cloudy,0,2025-01,Jan 2025,Sunday
2025-01-06,Home Decor,46.0,525827.3895073959,23470715,258.09,13552,Snowy,1,2025-01,Jan 2025,Monday
2025-01-07,Home Decor,224.0,530160.2981698874,107745017,253.71,14329,Sunny,1,2025-01,Jan 2025,Tuesday
2025-01-08,Home Decor,253.0,441390.73708812986,110009879,253.33,13897,Snowy,0,2025-01,Jan 2025,Wednesday
2025-01-09,Home Decor,180.0,502389.9467714,88581489,267.06,12972,Snowy,0,2025-01,Jan 2025,Thursday
2025-01-10,Home Decor,6.0,473119.93910578976,3266812,289.27,14212,Sunny,0,2025-01,Jan 2025,Friday
2025-01-11,Home Decor,149.0,464786.07707070105,71246604,264.83,13679,Rainy,1,2025-01,Jan 2025,Saturday
2025-01-12,Home Decor,156.0,433796.8926269907,65208207,236.43,11898,Cloudy,1,2025-01,Jan 2025,Sunday
2025-02-01,Home Decor,122.0,476463.5669286927,59754502,285.64,14691,Rainy,0,2025-02,Feb 2025,Saturday
2025-02-02,Home Decor,121.0,560403.0026329537,60598484,288.35,13526,Rainy,1,2025-02,Feb 2025,Sunday
2025-02-03,Home Decor,222.0,477858.2043591604,97714706,284.75,14631,Sunny,1,2025-02,Feb 2025,Monday
2025-02-04,Home Decor,159.0,473419.74058415263,79654966,281.83,14278,Rainy,0,2025-02,Feb 2025,Tuesday
2025-02-05,Home Decor,11.0,519279.14160722506,5624419,272.24,13225,Sunny,0,2025-02,Feb 2025,Wednesday
2025-02-06,Home Decor,307.0,475051.7244141726,143772066,257.31,13192,Cloudy,0,2025-02,Feb 2025,Thursday
2025-02-07,Home Decor,106.0,435311.1792551357,51423229,278.12,12607,Sunny,0,2025-02,Feb 2025,Friday
2025-02-08,Home Decor,3.0,451828.32892700366,1634192,254.51,14554,Rainy,1,2025-02,Feb 2025,Saturday
2025-02-09,Home Decor,260.0,540158.9916236073,136935765,274.69,14008,Sunny,0,2025-02,Feb 2025,Sunday
2025-02-10,Home Decor,112.0,487088.057652672,58141427,271.48,12577,Snowy,0,2025-02,Feb 2025,Monday
2025-02-11,Home Decor,189.0,457284.0655688117,82826409,282.27,13884,Sunny,0,2025-02,Feb 2025,Tuesday
2025-02-12,Home Decor,136.0,524450.8673438656,68141693,269.85,13200,Cloudy,0,2025-02,Feb 2025,Wednesday
2025-03-01,Home Decor,104.0,474229.4233353177,46439426,285.58,15142,Cloudy,0,2025-03,Mar 2025,Saturday
2025-03-02,Home Decor,52.0,537917.5089871695,28505526,267.96,12795,Sunny,0,2025-03,Mar 2025,Sunday
2025-03-03,Home Decor,32.0,466724.45116729295,15259439,262.94,12790,Rainy,1,2025-03,Mar 2025,Monday
2025-03-04,Home Decor,101.0,456662.6750028476,49160143,268.26,12131,Rainy,1,2025-03,Mar 2025,Tuesday
2025-03-05,Home Decor,177.0,452796.95412156096,74327079,281.95,14257,Sunny,1,2025-03,Mar 2025,Wednesday
2025-03-06,Home Decor,113.0,528432.3104560706,62044161,277.77,12472,Sunny,1,2025-03,Mar 2025,Thursday
2025-03-07,Home Decor,86.0,481326.03693925,38338530,298.28,15106,Sunny,0,2025-03,Mar 2025,Friday
2025-03-08,Home Decor,82.0,547898.921844675,38427500,263.12,13589,Snowy,1,2025-03,Mar 2025,Saturday
2025-03-09,Home Decor,28.0,443362.9371723009,11326998,299.36,14148,Snowy,0,2025-03,Mar 2025,Sunday
2025-03-10,Home Decor,145.0,467723.3249520496,57771927,276.56,13278,Cloudy,1,2025-03,Mar 2025,Monday
2025-03-11,Home Decor,10.0,433172.0131234711,4647820,273.47,12977,Cloudy,0,2025-03,Mar 2025,Tuesday
2025-03-12,Home Decor,79.0,439973.3441337771,39028209,273.39,13116,Sunny,0,2025-03,Mar 2025,Wednesday
2025-04-01,Home Decor,44.0,505179.3138930039,22135217,267.77,12195,Snowy,1,2025-04,Apr 2025,Tuesday
2025-04-02,Home Decor,31.0,526688.2140291922,15263703,268.75,13438,Snowy,1,2025-04,Apr 2025,Wednesday
2025-04-03,Home Decor,48.0,505713.6681987447,26035263,288.3,15219,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-04,Home Decor,22.0,476999.9205135941,10134119,292.15,13316,Sunny,1,2025-04,Apr 2025,Friday
2025-04-05,Home Decor,90.0,475729.3423775095,47348532,272.33,13025,Cloudy,1,2025-04,Apr 2025,Saturday
2025-04-06,Home Decor,44.0,455321.2174017277,19883506,259.32,12775,Rainy,0,2025-04,Apr 2025,Sunday
2025-04-07,Home Decor,15.0,494020.5352752155,6559538,269.41,13648,Cloudy,1,2025-04,Apr 2025,Monday
2025-04-08,Home Decor,106.0,482229.9628408297,53123706,286.22,14784,Sunny,0,2025-04,Apr 2025,Tuesday
2025-04-09,Home Decor,109.0,465964.38867380406,48491041,262.77,11750,Cloudy,1,2025-04,Apr 2025,Wednesday
2025-04-10,Home Decor,41.0,520735.2560689871,20658157,268.02,14580,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-11,Home Decor,40.0,504226.7863997527,18960053,293.37,14549,Cloudy,1,2025-04,Apr 2025,Friday
2025-04-12,Home Decor,34.0,600718.9568088155,18669727,282.53,15286,Rainy,0,2025-04,Apr 2025,Saturday
2025-05-01,Home Decor,68.0,526115.237406557,34850023,279.83,13956,Snowy,1,2025-05,May 2025,Thursday
2025-05-02,Home Decor,47.0,450785.9347206843,22038273,251.88,13141,Sunny,1,2025-05,May 2025,Friday
2025-05-03,Home Decor,34.0,509668.0539703721,14758526,283.95,13648,Rainy,1,2025-05,May 2025,Saturday
2025-05-04,Home Decor,78.0,446723.1144187333,35077904,286.18,13005,Snowy,1,2025-05,May 2025,Sunday
2025-05-05,Home Decor,62.0,503128.55210381903,33142252,261.96,11740,Cloudy,1,2025-05,May 2025,Monday
2025-05-06,Home Decor,100.0,497227.9314915568,46383502,267.1,13454,Cloudy,0,2025-05,May 2025,Tuesday
2025-05-07,Home Decor,45.0,499136.2223279141,22340393,263.63,13624,Sunny,1,2025-05,May 2025,Wednesday
2025-05-08,Home Decor,47.0,392736.8576676755,20708149,267.88,12603,Rainy,1,2025-05,May 2025,Thursday
2025-05-09,Home Decor,23.0,532867.0447376469,12127569,269.58,13368,Cloudy,0,2025-05,May 2025,Friday
2025-05-10,Home Decor,91.0,443602.0267746924,41966978,265.92,13340,Cloudy,0,2025-05,May 2025,Saturday
2025-05-11,Home Decor,105.0,484610.8981556904,50951797,278.37,14400,Snowy,1,2025-05,May 2025,Sunday
2025-05-12,Home Decor,71.0,429710.1187363416,31931253,276.14,13829,Sunny,1,2025-05,May 2025,Monday
2025-06-01,Home Decor,36.0,504281.5315352661,16711401,267.5,11984,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-02,Home Decor,25.0,556256.2744629529,14062628,288.76,13891,Sunny,0,2025-06,Jun 2025,Monday
2025-06-03,Home Decor,86.0,408168.2834351613,38876664,251.45,12278,Sunny,0,2025-06,Jun 2025,Tuesday
2025-06-04,Home Decor,51.0,552584.3482696275,25521794,260.08,12395,Snowy,1,2025-06,Jun 2025,Wednesday
2025-06-05,Home Decor,89.0,533021.1315468287,44649464,270.94,12267,Rainy,0,2025-06,Jun 2025,Thursday
2025-06-06,Home Decor,20.0,385889.0898883234,7508099,283.3,16594,Rainy,1,2025-06,Jun 2025,Friday
2025-06-07,Home Decor,62.0,426851.5801743523,29915089,294.4,13442,Rainy,0,2025-06,Jun 2025,Saturday
2025-06-08,Home Decor,52.0,501632.0780060866,28619148,265.89,14370,Rainy,1,2025-06,Jun 2025,Sunday
2025-06-09,Home Decor,32.0,543064.7965052351,14398481,289.33,14666,Rainy,1,2025-06,Jun 2025,Monday
2025-06-10,Home Decor,26.0,481027.62113667896,12608934,282.05,13890,Cloudy,0,2025-06,Jun 2025,Tuesday
2025-06-11,Home Decor,92.0,508882.07087991934,47542325,263.07,13323,Cloudy,0,2025-06,Jun 2025,Wednesday
2025-06-12,Home Decor,74.0,385209.4038663562,30269653,259.45,14194,Sunny,1,2025-06,Jun 2025,Thursday
2025-06-13,Home Decor,10.0,506530.237459,5065302,234.21,12867,Sunny,1,2025-06,Jun 2025,Friday
2025-06-14,Home Decor,60.0,435687.752085,26141265,275.49,12015,Cloudy,1,2025-06,Jun 2025,Saturday
2025-06-15,Home Decor,21.0,491305.499258,10317415,278.3,12632,Cloudy,1,2025-06,Jun 2025,Sunday
2025-06-16,Home Decor,40.0,473526.856468,18941074,270.92,12233,Cloudy,0,2025-06,Jun 2025,Monday
2025-06-17,Home Decor,92.0,501941.386326,46178607,263.52,13236,Snowy,1,2025-06,Jun 2025,Tuesday
2025-06-18,Home Decor,31.0,484463.632145,15018372,278.62,14753,Sunny,1,2025-06,Jun 2025,Wednesday
2025-06-19,Home Decor,8.0,554466.654701,4435733,305.29,14430,Rainy,0,2025-06,Jun 2025,Thursday
2025-06-20,Home Decor,65.0,524484.046156,34091463,266.06,14944,Rainy,1,2025-06,Jun 2025,Friday
2025-06-21,Home Decor,27.0,407505.867916,11002658,256.01,13837,Snowy,0,2025-06,Jun 2025,Saturday
2025-06-22,Home Decor,38.0,556616.572503,21151429,224.19,14580,Cloudy,1,2025-06,Jun 2025,Sunday
2025-06-23,Home Decor,52.0,551921.352705,28699910,286.37,13907,Snowy,1,2025-06,Jun 2025,Monday
2025-06-24,Home Decor,35.0,485125.951996,16979408,281.85,13190,Snowy,0,2025-06,Jun 2025,Tuesday
2025-06-25,Home Decor,58.0,525687.742593,30489889,261.85,13887,Rainy,1,2025-06,Jun 2025,Wednesday
2025-06-26,Home Decor,35.0,525831.618798,18404106,299.04,13071,Cloudy,0,2025-06,Jun 2025,Thursday
2025-06-27,Home Decor,15.0,423567.589945,6353513,267.28,11380,Sunny,0,2025-06,Jun 2025,Friday
2025-06-28,Home Decor,88.0,525252.899477,46222255,269.23,14443,Sunny,1,2025-06,Jun 2025,Saturday
2025-06-29,Home Decor,315.0,503320.927797,158546092,260.11,13952,Cloudy,0,2025-06,Jun 2025,Sunday
2025-06-30,Home Decor,39.0,464274.724755,18106714,262.21,13192,Rainy,1,2025-06,Jun 2025,Monday
2025-07-01,Home Decor,18.0,545042.455495,9810764,266.7,14134,Cloudy,0,2025-07,Jul 2025,Tuesday
2025-07-02,Home Decor,142.0,541946.589515,76956415,254.69,13086,Cloudy,0,2025-07,Jul 2025,Wednesday
2025-07-03,Home Decor,38.0,462994.553629,17593793,314.02,12447,Sunny,1,2025-07,Jul 2025,Thursday
2025-07-04,Home Decor,26.0,518446.065949,13479597,248.85,13571,Sunny,1,2025-07,Jul 2025,Friday
2025-07-05,Home Decor,111.0,484846.543971,53817966,279.83,12643,Cloudy,0,2025-07,Jul 2025,Saturday
2025-07-06,Home Decor,319.0,470715.877143,150158364,272.14,12684,Rainy,0,2025-07,Jul 2025,Sunday
2025-07-07,Home Decor,88.0,485245.079874,42701567,249.13,13833,Snowy,1,2025-07,Jul 2025,Monday
2025-07-08,Home Decor,25.0,433743.839876,10843595,236.98,11976,Cloudy,1,2025-07,Jul 2025,Tuesday
2025-07-09,Home Decor,41.0,490770.812775,20121603,257.69,13574,Snowy,1,2025-07,Jul 2025,Wednesday
2025-07-10,Home Decor,50.0,492215.826477,24610791,279.08,12812,Snowy,1,2025-07,Jul 2025,Thursday
2025-07-11,Home Decor,32.0,451213.596272,14438835,285.66,14406,Rainy,1,2025-07,Jul 2025,Friday
2025-07-12,Home Decor,19.0,541978.985848,10297600,284.8,13176,Sunny,1,2025-07,Jul 2025,Saturday
2025-07-13,Home Decor,77.0,479183.787698,36897151,294.37,12477,Cloudy,0,2025-07,Jul 2025,Sunday
2025-07-14,Home Decor,46.0,430206.093326,19789480,288.11,13051,Snowy,1,2025-07,Jul 2025,Monday
2025-07-15,Home Decor,180.0,467870.604394,84216708,273.11,12700,Rainy,1,2025-07,Jul 2025,Tuesday
2025-07-16,Home Decor,102.0,476762.604625,48629785,283.07,13987,Cloudy,1,2025-07,Jul 2025,Wednesday
2025-07-17,Home Decor,50.0,448886.837366,22444341,269.34,14237,Cloudy,1,2025-07,Jul 2025,Thursday
2025-07-18,Home Decor,19.0,486549.16712,9244434,292.22,12566,Sunny,0,2025-07,Jul 2025,Friday
2025-07-19,Home Decor,121.0,477460.24119,57772689,269.94,12179,Cloudy,1,2025-07,Jul 2025,Saturday
2025-07-20,Home Decor,135.0,452811.242271,61129517,253.49,14056,Sunny,1,2025-07,Jul 2025,Sunday
2025-07-21,Home Decor,39.0,428817.739157,16723891,278.47,14375,Cloudy,0,2025-07,Jul 2025,Monday
2025-07-22,Home Decor,158.0,515998.894257,81527825,244.76,14382,Cloudy,0,2025-07,Jul 2025,Tuesday
2025-07-23,Home Decor,137.0,504013.63944,69049868,276.11,14694,Rainy,0,2025-07,Jul 2025,Wednesday
2025-07-24,Home Decor,30.0,518429.908945,15552897,270.89,12321,Snowy,0,2025-07,Jul 2025,Thursday
2025-07-25,Home Decor,46.0,469706.736372,21606509,240.8,12628,Cloudy,1,2025-07,Jul 2025,Friday
2025-07-26,Home Decor,75.0,434700.920429,32602569,309.8,14526,Rainy,0,2025-07,Jul 2025,Saturday
2025-07-27,Home Decor,328.0,482017.764485,158101826,282.76,15385,Cloudy,0,2025-07,Jul 2025,Sunday
2025-07-28,Home Decor,190.0,406661.513441,77265687,261.16,13781,Rainy,0,2025-07,Jul 2025,Monday
2025-07-29,Home Decor,64.0,465972.908022,29822266,277.21,12132,Rainy,0,2025-07,Jul 2025,Tuesday
2025-07-30,Home Decor,11.0,395858.252951,4354440,293.93,12760,Cloudy,0,2025-07,Jul 2025,Wednesday
2025-07-31,Home Decor,120.0,522530.40387,62703648,247.37,12434,Snowy,0,2025-07,Jul 2025,Thursday
2025-08-01,Home Decor,368.4,505543.907658,186242375,282.1,11858,Sunny,1,2025-08,Aug 2025,Friday
2025-08-02,Home Decor,51.0,455828.803203,23247268,251.18,14364,Sunny,1,2025-08,Aug 2025,Saturday
2025-08-03,Home Decor,20.0,491214.077052,9824281,262.16,14958,Rainy,0,2025-08,Aug 2025,Sunday
2025-08-04,Home Decor,79.0,530027.398578,41872164,247.76,13562,Cloudy,0,2025-08,Aug 2025,Monday
2025-08-05,Home Decor,270.0,386046.655434,104232596,277.55,12750,Rainy,1,2025-08,Aug 2025,Tuesday
2025-08-06,Home Decor,56.0,500298.47552,28016714,261.6,13688,Snowy,0,2025-08,Aug 2025,Wednesday
2025-08-07,Home Decor,211.0,509201.899393,107441600,271.94,15833,Cloudy,0,2025-08,Aug 2025,Thursday
2025-08-08,Home Decor,314.0,459665.937469,144335104,228.31,13485,Sunny,1,2025-08,Aug 2025,Friday
2025-08-09,Home Decor,169.0,497934.954717,84151007,268.86,12858,Sunny,0,2025-08,Aug 2025,Saturday
2025-08-10,Home Decor,9.0,500147.811475,4501330,250.49,13904,Snowy,1,2025-08,Aug 2025,Sunday
2025-08-11,Home Decor,154.0,524249.296972,80734391,294.19,11396,Sunny,0,2025-08,Aug 2025,Monday
2025-08-12,Home Decor,47.0,461885.698662,21708627,267.19,13541,Rainy,1,2025-08,Aug 2025,Tuesday
2025-08-13,Home Decor,58.0,473666.98789,27472685,278.28,14930,Sunny,1,2025-08,Aug 2025,Wednesday
2025-08-14,Home Decor,75.0,450238.758505,33767906,262.15,12524,Cloudy,1,2025-08,Aug 2025,Thursday
2025-08-15,Home Decor,320.0,467982.62059,149754438,302.33,16236,Sunny,1,2025-08,Aug 2025,Friday
2025-08-16,Home Decor,47.0,462942.302646,21758288,258.21,14159,Snowy,1,2025-08,Aug 2025,Saturday
2025-08-17,Home Decor,55.0,474305.761016,26086816,251.17,13770,Rainy,0,2025-08,Aug 2025,Sunday
2025-08-18,Home Decor,105.0,410791.759561,43133134,272.63,13465,Sunny,0,2025-08,Aug 2025,Monday
2025-08-19,Home Decor,47.0,495272.175344,23277792,320.75,15207,Cloudy,1,2025-08,Aug 2025,Tuesday
2025-08-20,Home Decor,32.0,433328.724861,13866519,267.21,11766,Rainy,0,2025-08,Aug 2025,Wednesday
2025-08-21,Home Decor,197.0,519351.558314,102312256,287.43,15807,Sunny,1,2025-08,Aug 2025,Thursday
2025-08-22,Home Decor,84.0,553595.005428,46501980,239.49,14090,Rainy,0,2025-08,Aug 2025,Friday
2025-08-23,Home Decor,126.0,438355.79105,55232829,274.86,13930,Snowy,0,2025-08,Aug 2025,Saturday
2025-08-24,Home Decor,20.0,530240.796992,10604815,285.34,14514,Cloudy,0,2025-08,Aug 2025,Sunday
2025-08-25,Home Decor,73.0,444805.271425,32470784,270.06,13222,Rainy,1,2025-08,Aug 2025,Monday
2025-08-26,Home Decor,33.0,499533.583705,16484608,315.89,12821,Sunny,0,2025-08,Aug 2025,Tuesday
2025-08-27,Home Decor,50.0,492591.115641,24629555,279.8,16246,Rainy,0,2025-08,Aug 2025,Wednesday
2025-08-28,Home Decor,137.0,632308.328163,86626240,287.84,12421,Cloudy,1,2025-08,Aug 2025,Thursday
2025-08-29,Home Decor,35.0,475043.853576,16626534,273.03,14204,Sunny,1,2025-08,Aug 2025,Friday
2025-08-30,Home Decor,9.0,474898.3781,4274085,262.11,13492,Snowy,1,2025-08,Aug 2025,Saturday
2025-08-31,Home Decor,82.0,534302.624203,43812815,270.55,12385,Rainy,1,2025-08,Aug 2025,Sunday
2025-09-01,Home Decor,7.0,467768.195234,3274377,270.11,13320,Cloudy,1,2025-09,Sep 2025,Monday
2025-09-02,Home Decor,75.0,536277.617332,40220821,303.33,15533,Sunny,1,2025-09,Sep 2025,Tuesday
2025-09-03,Home Decor,65.0,496063.872258,32244151,315.21,14243,Rainy,0,2025-09,Sep 2025,Wednesday
2025-09-04,Home Decor,25.0,504809.213017,12620230,264.74,13177,Rainy,1,2025-09,Sep 2025,Thursday
2025-09-05,Home Decor,70.0,543942.85649,38075999,263.45,17119,Rainy,0,2025-09,Sep 2025,Friday
2025-09-06,Home Decor,41.0,528477.720561,21667586,276.98,13401,Rainy,0,2025-09,Sep 2025,Saturday
2025-09-07,Home Decor,62.0,455597.952519,28247073,306.91,13095,Sunny,1,2025-09,Sep 2025,Sunday
2025-09-08,Home Decor,168.0,522487.605234,87777917,317.45,14023,Rainy,0,2025-09,Sep 2025,Monday
2025-09-09,Home Decor,59.0,544249.978956,32110748,288.3,12752,Rainy,1,2025-09,Sep 2025,Tuesday
2025-09-10,Home Decor,108.0,511785.116278,55272792,250.85,14118,Sunny,1,2025-09,Sep 2025,Wednesday
2025-09-11,Home Decor,36.0,432557.358637,15572064,295.18,13071,Cloudy,1,2025-09,Sep 2025,Thursday
2025-09-12,Home Decor,136.0,485634.564976,66046300,253.88,14387,Rainy,0,2025-09,Sep 2025,Friday
2025-09-13,Home Decor,58.0,531621.256228,30834032,272.12,15686,Sunny,1,2025-09,Sep 2025,Saturday
2025-09-14,Home Decor,177.0,486738.899445,86152785,315.96,12773,Sunny,1,2025-09,Sep 2025,Sunday
2025-09-15,Home Decor,215.0,448645.179639,96458713,299.49,14987,Snowy,1,2025-09,Sep 2025,Monday
2025-09-16,Home Decor,85.0,567662.326672,48251297,275.94,13603,Cloudy,1,2025-09,Sep 2025,Tuesday
2025-09-17,Home Decor,110.0,567992.173246,62479139,241.92,15583,Snowy,0,2025-09,Sep 2025,Wednesday
2025-09-18,Home Decor,14.0,441184.371285,6176581,255.84,12968,Cloudy,0,2025-09,Sep 2025,Thursday
2025-09-19,Home Decor,368.4,498619.137846,183691290,290.55,12889,Snowy,0,2025-09,Sep 2025,Friday
2025-09-20,Home Decor,92.0,474530.861969,43656839,261.68,15957,Sunny,0,2025-09,Sep 2025,Saturday
2025-09-21,Home Decor,92.0,519229.639737,47769126,291.09,15470,Rainy,0,2025-09,Sep 2025,Sunday
2025-09-22,Home Decor,190.0,474842.461867,90220067,220.58,13161,Sunny,1,2025-09,Sep 2025,Monday
2025-09-23,Home Decor,36.0,442684.858449,15936654,292.72,13304,Cloudy,0,2025-09,Sep 2025,Tuesday
2025-09-24,Home Decor,275.0,441785.921756,121491128,280.66,11662,Cloudy,0,2025-09,Sep 2025,Wednesday
2025-09-25,Home Decor,30.0,442049.277687,13261478,267.62,13276,Snowy,0,2025-09,Sep 2025,Thursday
2025-09-26,Home Decor,368.4,437669.973398,161237618,289.53,14486,Snowy,1,2025-09,Sep 2025,Friday
2025-09-27,Home Decor,362.0,495488.935529,179366994,255.21,13536,Sunny,1,2025-09,Sep 2025,Saturday
2025-09-28,Home Decor,37.0,458886.669764,16978806,261.1,11633,Cloudy,1,2025-09,Sep 2025,Sunday
2025-09-29,Home Decor,269.0,443811.493408,119385291,268.78,11716,Sunny,1,2025-09,Sep 2025,Monday
2025-09-30,Home Decor,50.0,402480.920428,20124046,278.87,12896,Cloudy,0,2025-09,Sep 2025,Tuesday
2025-10-01,Home Decor,35.0,542424.051505,18984841,277.08,13397,Snowy,1,2025-10,Oct 2025,Wednesday
2025-10-02,Home Decor,117.0,587018.727078,68681191,275.68,13891,Sunny,1,2025-10,Oct 2025,Thursday
2025-10-03,Home Decor,90.0,498068.639539,44826177,255.54,14768,Cloudy,0,2025-10,Oct 2025,Friday
2025-10-04,Home Decor,45.0,495571.586933,22300721,297.21,13139,Cloudy,1,2025-10,Oct 2025,Saturday
2025-10-05,Home Decor,110.0,523916.788629,57630846,283.02,12525,Cloudy,1,2025-10,Oct 2025,Sunday
2025-10-06,Home Decor,34.0,495800.661516,16857222,291.42,13183,Rainy,1,2025-10,Oct 2025,Monday
2025-10-07,Home Decor,257.0,480595.118882,123512945,312.54,13929,Cloudy,1,2025-10,Oct 2025,Tuesday
2025-10-08,Home Decor,173.0,573688.498016,99248110,294.4,14270,Sunny,1,2025-10,Oct 2025,Wednesday
2025-10-09,Home Decor,63.0,454917.251542,28659786,257.23,13853,Rainy,0,2025-10,Oct 2025,Thursday
2025-10-10,Home Decor,61.0,574526.932538,35046142,241.89,15280,Snowy,1,2025-10,Oct 2025,Friday
2025-10-11,Home Decor,59.0,491997.29527,29027840,259.67,11304,Snowy,1,2025-10,Oct 2025,Saturday
2025-10-12,Home Decor,50.0,422490.092806,21124504,311.67,14697,Cloudy,0,2025-10,Oct 2025,Sunday
2025-10-13,Home Decor,35.0,513436.746293,17970286,286.46,14314,Rainy,1,2025-10,Oct 2025,Monday
